estimating workload which takes just one milisecond
end estimation
3	1	1
3	2	2
3	3	3
3	16	4
3	17	5
3	18	6
3	19	7
3	30	8
3	31	9
3	32	10
3	33	11
3	34	12
3	35	13
3	60	14
3	61	15
3	62	16
3	63	17
3	72	18
3	80	19
3	81	20
3	92	21
3	93	22
3	94	23
3	95	24
3	108	25
3	109	26
3	110	27
3	112	28
3	125	29
3	126	30
3	127	31
3	144	32
3	145	33
3	146	34
3	147	35
3	156	36
3	157	37
3	158	38
3	160	39
3	173	40
3	174	41
3	175	42
3	188	43
3	189	44
3	190	45
3	191	46
3	205	47
3	206	48
3	207	49
3	220	50
3	221	51
3	222	52
3	223	53
3	236	54
3	237	55
3	238	56
3	240	57
3	249	58
3	250	59
3	251	60
3	264	61
3	265	62
3	266	63
3	267	64
3	280	65
3	281	66
3	283	67
3	296	68
3	297	69
3	298	70
3	299	71
3	312	72
3	313	73
3	314	74
3	315	75
3	328	76
3	330	77
3	344	78
3	346	79
3	347	80
3	360	81
3	361	82
3	362	83
3	363	84
3	376	85
3	377	86
3	378	87
3	379	88
3	392	89
3	393	90
3	395	91
3	408	92
3	409	93
3	410	94
3	411	95
3	424	96
3	427	97
3	428	98
3	429	99
3	430	100
2	5	1
2	6	2
2	7	3
2	20	4
2	21	5
2	22	6
2	23	7
2	41	8
2	42	9
2	43	10
2	52	11
2	53	12
2	54	13
2	56	14
2	70	15
2	73	16
2	74	17
2	78	18
2	84	19
2	85	20
2	87	21
2	100	22
2	101	23
2	102	24
2	103	25
2	116	26
2	117	27
2	118	28
2	136	29
2	137	30
2	138	31
2	139	32
2	148	33
2	149	34
2	150	35
2	151	36
2	168	37
2	169	38
2	170	39
2	171	40
2	184	41
2	185	42
2	187	43
2	200	44
2	201	45
2	202	46
2	203	47
2	216	48
2	218	49
2	219	50
2	230	51
2	231	52
2	232	53
2	234	54
2	235	55
2	260	56
2	261	57
2	262	58
2	263	59
2	277	60
2	278	61
2	279	62
2	280	63
2	293	64
2	294	65
2	295	66
2	308	67
2	309	68
2	310	69
2	311	70
2	324	71
2	325	72
2	326	73
2	327	74
2	341	75
2	342	76
2	343	77
2	352	78
2	353	79
2	354	80
2	355	81
2	368	82
2	369	83
2	371	84
2	384	85
2	385	86
2	386	87
2	387	88
2	400	89
2	401	90
2	402	91
2	403	92
2	417	93
2	418	94
2	419	95
2	431	96
2	432	97
2	433	98
2	434	99
2	436	100
0	13	1
0	14	2
0	15	3
0	28	4
0	37	5
0	38	6
0	39	7
0	48	8
0	49	9
0	50	10
0	51	11
0	64	12
0	66	13
0	67	14
0	68	15
0	77	16
0	88	17
0	89	18
0	90	19
0	91	20
0	104	21
0	106	22
0	107	23
0	120	24
0	121	25
0	122	26
0	123	27
0	141	28
0	142	29
0	143	30
0	152	31
0	153	32
0	154	33
0	164	34
0	165	35
0	166	36
0	167	37
0	181	38
0	182	39
0	183	40
0	196	41
0	197	42
0	198	43
0	199	44
0	212	45
0	213	46
0	214	47
0	215	48
0	228	49
0	229	50
0	244	51
0	246	52
0	247	53
0	256	54
0	257	55
0	258	56
0	259	57
0	272	58
0	274	59
0	275	60
0	288	61
0	289	62
0	290	63
0	291	64
0	304	65
0	305	66
0	306	67
0	307	68
0	320	69
0	322	70
0	323	71
0	336	72
0	337	73
0	338	74
0	339	75
0	348	76
0	349	77
0	351	78
0	364	79
0	365	80
0	366	81
0	367	82
0	380	83
0	381	84
0	382	85
0	383	86
0	397	87
0	398	88
0	399	89
0	412	90
0	413	91
0	414	92
0	415	93
0	430	94
0	444	95
0	446	96
0	447	97
0	448	98
0	449	99
0	450	100
1	9	1
1	10	2
1	11	3
1	24	4
1	26	5
1	27	6
1	44	7
1	45	8
1	46	9
1	48	10
1	57	11
1	58	12
1	59	13
1	69	14
1	75	15
1	79	16
1	82	17
1	96	18
1	97	19
1	98	20
1	99	21
1	112	22
1	114	23
1	115	24
1	128	25
1	129	26
1	130	27
1	131	28
1	132	29
1	134	30
1	135	31
1	160	32
1	161	33
1	162	34
1	164	35
1	177	36
1	178	37
1	179	38
1	192	39
1	193	40
1	195	41
1	208	42
1	209	43
1	210	44
1	211	45
1	224	46
1	225	47
1	227	48
1	240	49
1	241	50
1	242	51
1	243	52
1	252	53
1	254	54
1	255	55
1	268	56
1	269	57
1	270	58
1	271	59
1	285	60
1	286	61
1	287	62
1	300	63
1	301	64
1	302	65
1	303	66
1	317	67
1	318	68
1	319	69
1	331	70
1	332	71
1	333	72
1	334	73
1	356	74
1	357	75
1	358	76
1	359	77
1	372	78
1	373	79
1	375	80
1	376	81
1	389	82
1	390	83
1	391	84
1	405	85
1	406	86
1	407	87
1	420	88
1	421	89
1	423	90
1	436	91
1	437	92
1	438	93
1	439	94
1	441	95
1	442	96
1	443	97
1	450	98
1	452	99
1	453	100
